Replay 7|false|11160
333.1589050292969,475.00189208984375,257.3629150390625|-0.31527549028396606,0,-0.9490002393722534|-5.0604413104338164e-08,1.0000001192092896,1.6811725345178274e-08|Freefall
332.9293518066406,474.51788330078125,256.9189758300781|-0.34024059772491455,0,-0.9403384923934937|-5.7148632492953766e-08,1.0000001192092896,2.067796245341924e-08|Freefall
332.64190673828125,473.8246765136719,256.3926086425781|-0.36944305896759033,0,-0.9292533993721008|-5.785591028484305e-08,1,2.300176049629954e-08|Freefall
332.397705078125,473.1533203125,255.95648193359375|-0.3908711373806,0,-0.9204453825950623|-5.003174763373863e-08,1.0000001192092896,2.1246199466418147e-08|Freefall
332.1636047363281,472.3968200683594,255.5147705078125|-0.40557774901390076,0,-0.9140605330467224|-4.1964455022025504e-08,1,1.8620045949546693e-08|Freefall
332.01837158203125,471.5551452636719,255.16050720214844|-0.4028654396533966,0,-0.9152592420578003|-8.14716916153202e-09,1,3.586102081953868e-09|Landed
331.9376220703125,471.3993835449219,254.8862762451172|-0.38915908336639404,0,-0.9211705923080444|-4.0670693479682996e-09,1,1.71818015370917e-09|Landed
331.8678283691406,471.53765869140625,254.41668701171875|-0.35293376445770264,0,-0.9356483221054077|-6.308729183501782e-08,1,2.379701236066012e-08|Running
331.8445739746094,471.7818603515625,253.93829345703125|-0.3045675754547119,0,-0.9524908065795898|-1.2383634384605102e-07,1.0000001192092896,3.959779348861048e-08|Running
331.8430480957031,471.8800964355469,253.52499389648438|-0.24395714700222015,0,-0.9697861075401306|-1.4040358564670896e-07,1.0000001192092896,3.53196014657442e-08|Running
331.8458251953125,471.83941650390625,253.24533081054688|-0.20828157663345337,0,-0.9780689477920532|-1.211226958730549e-07,1,2.5793299940346515e-08|Running
331.848876953125,471.7410583496094,252.9620819091797|-0.17770366370677948,0,-0.9840840101242065|-8.991517574941099e-08,1,1.6236677780057107e-08|Running
331.84912109375,471.78802490234375,252.49636840820312|-0.14642256498336792,0,-0.9892221093177795|-5.7951346832396666e-08,1.0000001192092896,8.577836219103574e-09|Running
331.778564453125,472.01910400390625,251.92910766601562|-0.13696372509002686,0,-0.9905760884284973|-1.605985211483585e-08,1,2.2205433047872702e-09|Running
331.71337890625,473.10601806640625,251.4574432373047|-0.13430830836296082,0,-0.9909395575523376|1.533707028045228e-08,1,-2.0787300769598005e-09|Running
331.61322021484375,473.9679260253906,250.9973602294922|-0.19726628065109253,0,-0.9803499579429626|-1.9448495436336088e-07,1,3.913431356750152e-08|Running
331.5043029785156,475.0412292480469,250.54006958007812|-0.2761234939098358,0,-0.9611222147941589|-0.000001639535412323312,1.0000001192092896,4.710267376140109e-07|Running
331.39501953125,475.7272033691406,250.18536376953125|-0.34737998247146606,0,-0.9377245306968689|-0.000001805389274522895,1.0000001192092896,6.688063649562537e-07|Running
331.21978759765625,476.4359130859375,249.76364135742188|-0.4386298954486847,0,-0.8986678719520569|-0.0000012406089808791876,1.0000001192092896,6.055275889593759e-07|Freefall
331.0555114746094,477.0723571777344,249.33792114257812|-0.5220355987548828,0,-0.8529236912727356|-9.158887905869051e-07,1,5.605736532743322e-07|Freefall
330.899658203125,477.6521911621094,248.90878295898438|-0.5935966372489929,0,-0.8047627210617065|-7.145520157791907e-07,1,5.270568408377585e-07|Freefall
330.7500915527344,478.1894226074219,248.47698974609375|-0.6531406044960022,0,-0.757236659526825|-5.334533739187464e-07,1,4.6012044663257257e-07|Freefall
330.6059265136719,478.6898193359375,248.0427703857422|-0.7016614675521851,0,-0.7125105261802673|-3.760463016533322e-07,1,3.7032040722806414e-07|Freefall
330.46466064453125,479.17010498046875,247.60728454589844|-0.7407577633857727,0,-0.6717723608016968|-2.5509856982353085e-07,1.0000001192092896,2.8129505835750024e-07|Freefall
330.32489013671875,479.6403503417969,247.171142578125|-0.7719677090644836,0,-0.635661780834198|-1.6902851029954036e-07,1,2.0527355104604794e-07|Freefall
330.185302734375,480.1100769042969,246.73507690429688|-0.7970534563064575,0,-0.6039088368415833|-1.1180499370766483e-07,1.0000001192092896,1.4756292898709944e-07|Freefall
329.9958190917969,480.4946594238281,246.33590698242188|-0.8217772245407104,0,-0.5698089003562927|-9.219738217325357e-08,1,1.3296687484398717e-07|Freefall
329.7057800292969,480.84375,245.90943908691406|-0.8539058566093445,0,-0.5204275250434875|-1.0894173385622707e-07,1,1.7874916125037998e-07|Freefall
329.3507995605469,481.0702209472656,245.54425048828125|-0.8846520185470581,0,-0.46625199913978577|-1.1911703268197016e-07,1.0000001192092896,2.2600895022151235e-07|Freefall
328.78204345703125,481.1814270019531,245.15834045410156|-0.9193083643913269,0,-0.39353805780410767|-9.915999754639415e-08,1.0000001192092896,2.3163862294950377e-07|Freefall
328.3739318847656,481.1402282714844,244.97833251953125|-0.9360668063163757,0,-0.3518223166465759|-7.691981807056436e-08,1,2.046546825340556e-07|Freefall
327.9303283691406,481.0138854980469,244.84910583496094|-0.9508875608444214,0,-0.3095366656780243|-6.034260735532371e-08,1.0000001192092896,1.8537070900492836e-07|Freefall
327.45428466796875,480.8023681640625,244.77281188964844|-0.9627432227134705,0,-0.270417720079422|-4.6949217846758984e-08,1.0000001192092896,1.671489542331983e-07|Freefall
326.9571533203125,480.5057067871094,244.73980712890625|-0.9721319079399109,0,-0.23443469405174255|-3.370661971757727e-08,1.0000001192092896,1.3977147261812206e-07|Freefall
326.4577331542969,480.1238708496094,244.7239532470703|-0.9797846078872681,0,-0.20005539059638977|-2.4508933549327594e-08,1,1.2003414440187044e-07|Freefall
325.9579772949219,479.6568908691406,244.72154235839844|-0.9859759211540222,0,-0.16688774526119232|-1.8350995389937452e-08,1,1.0841802122740773e-07|Freefall
325.3583984375,478.984130859375,244.7309112548828|-0.9915733933448792,0,-0.1295466274023056|-1.241259184325827e-08,1.0000001192092896,9.500822528707431e-08|Freefall
324.9586486816406,478.46746826171875,244.7406768798828|-0.9941853880882263,0,-0.10768281668424606|-8.840138399079933e-09,1.0000001192092896,8.161688924701593e-08|Freefall
324.4591064453125,477.7450256347656,244.75836181640625|-0.9965463876724243,0,-0.08303790539503098|-5.2225628266455715e-09,1,6.267650576319284e-08|Freefall
323.9596862792969,476.93743896484375,244.7791748046875|-0.9981206655502319,0,-0.06128007918596268|-3.4069995713537082e-09,1.0000001192092896,5.549269488369646e-08|Freefall
323.4605407714844,476.044677734375,244.80657958984375|-0.9991484880447388,0,-0.04125988855957985|-2.1970945063287672e-09,1.0000001192092896,5.32047863543994e-08|Freefall
323.0615539550781,475.2691650390625,244.833251953125|-0.9996556043624878,0,-0.026244888082146645|-1.3219918493234672e-09,1.0000001192092896,5.035405692410677e-08|Freefall
322.5630187988281,474.2231140136719,244.8701171875|-0.9999595880508423,0,-0.008987338282167912|-4.1967543329413104e-10,1.0000001192092896,4.669441366900173e-08|Freefall
322.0647888183594,473.1303405761719,244.91085815429688|-0.9999773502349854,0,0.006729179061949253|3.0042313081679595e-10,1,4.464382996616223e-08|Freefall
321.56719970703125,472.0375671386719,244.9586181640625|-0.999759316444397,0,0.02194221504032612|1.032344987272893e-09,1.0000001192092896,4.703702671804422e-08|Freefall
321.0704040527344,470.9447937011719,245.0142822265625|-0.9993084669113159,0,0.03718605637550354|1.7934217444448564e-09,1.0000001192092896,4.8194987556371416e-08|Freefall
320.5745849609375,469.8520202636719,245.07789611816406|-0.9986190795898438,0,0.052535608410835266|2.5313540152893665e-09,1,4.811704812368589e-08|Freefall
320.17877197265625,468.984619140625,245.13494873046875|-0.9978910684585571,0,0.06491068005561829|3.1156590640790682e-09,1,4.7897948718400585e-08|Freefall
319.58660888671875,467.6630859375,245.2305145263672|-0.9964619874954224,0,0.08404558151960373|3.780178836620962e-09,1.0000001192092896,4.4818591504736105e-08|Freefall
319.1928405761719,466.7956848144531,245.3002166748047|-0.9953244924545288,0,0.09658752381801605|4.249676610612596e-09,1,4.379247897645655e-08|Freefall
318.7010498046875,465.7029113769531,245.3898162841797|-0.9938264489173889,0,0.11094564944505692|5.0488564440343e-09,1,4.522653540561805e-08|Freefall
318.2099304199219,464.6101379394531,245.48306274414062|-0.9922718405723572,0,0.12408357113599777|5.328994578945867e-09,1.0000001192092896,4.261491781676341e-08|Freefall
317.718505859375,463.5173645019531,245.57470703125|-0.9908836483955383,0,0.13472099602222443|5.6263549375046296e-09,1.0000001192092896,4.138228959504886e-08|Freefall
317.2266845703125,462.4245910644531,245.66458129882812|-0.9897439479827881,0,0.14285247027873993|5.463706820307834e-09,1,3.785493163377396e-08|Landed
316.83294677734375,461.55718994140625,245.73504638671875|-0.9890221357345581,0,0.14776737987995148|5.963924465390846e-09,1,3.991715402662521e-08|Landed
316.33917236328125,460.46441650390625,245.81353759765625|-0.9886708855628967,0,0.15009963512420654|5.116275847427687e-09,1,3.3699702584044644e-08|Running
315.8845520019531,460.3302307128906,245.87197875976562|-0.9891087412834167,0,0.14718680083751678|2.932023512869364e-09,1,1.970346552582214e-08|Running
315.39215087890625,460.1921081542969,245.91615295410156|-0.9903618693351746,0,0.1385047882795334|2.0313677406846864e-09,1.0000001192092896,1.4525050495706182e-08|Running
314.89434814453125,461.2654113769531,245.9587860107422|-0.9916945099830627,0,0.12861572206020355|3.916542645754362e-09,1,3.019859207142872e-08|Running
314.3948059082031,462.11871337890625,245.97491455078125|-0.9936566352844238,0,0.1124577596783638|4.317688873101133e-09,1.0000001192092896,3.8150325565311505e-08|Running
313.89544677734375,463.1920166015625,245.99349975585938|-0.9955105781555176,0,0.09464995563030243|7.876554519725687e-09,1,8.284413155479342e-08|Running
313.3963317871094,464.0497741699219,245.97740173339844|-0.9975689649581909,0,0.0696876123547554|4.799003860966877e-09,1.0000001192092896,6.869710489354475e-08|Running
312.8973693847656,465.1230773925781,245.9569091796875|-0.9990823268890381,0,0.04283132776618004|5.989849949372683e-09,1,1.397190629859324e-07|Running
312.4020080566406,465.9864196777344,245.8994140625|-0.9999649524688721,0,0.00837703701108694|1.010995842598561e-09,1.0000001192092896,1.2068232990714023e-07|Running
311.9072265625,466.7225646972656,245.84188842773438|-0.9996185302734375,0,-0.027617987245321274|-2.671187049330115e-09,1,9.668220712910625e-08|Running
311.2174072265625,467.5822448730469,245.74429321289062|-0.9971756339073181,0,-0.07510479539632797|-6.390139528633654e-09,1,8.48426680022385e-08|Freefall
310.8214111328125,468.03009033203125,245.70321655273438|-0.9951797723770142,0,-0.09806838631629944|-7.234068899464319e-09,1.0000001192092896,7.340998564586698e-08|Freefall
310.3274841308594,468.5431823730469,245.64576721191406|-0.9924008846282959,0,-0.12304684519767761|-6.705748401003575e-09,1,5.408339021073516e-08|Freefall
309.9316711425781,468.9349670410156,245.60476684570312|-0.9901000261306763,0,-0.14036385715007782|-6.926822671005084e-09,1,4.886049254082536e-08|Freefall
309.4377746582031,469.4049072265625,245.54733276367188|-0.9872789978981018,0,-0.15899735689163208|-7.271949264975319e-09,1,4.515447926678462e-08|Freefall
308.9439697265625,469.8746337890625,245.48992919921875|-0.984565019607544,0,-0.1750195473432541|-7.3670944900072755e-09,1.0000001192092896,4.144327547805915e-08|Freefall
308.4549865722656,470.25921630859375,245.3878631591797|-0.983010470867157,0,-0.18354961276054382|-6.79763934030575e-09,1.0000001192092896,3.640514734115641e-08|Freefall
307.961669921875,470.55865478515625,245.30760192871094|-0.9834861159324646,0,-0.1809837818145752|-5.861735097312248e-09,1,3.1853325310748914e-08|Freefall
307.46429443359375,470.7729187011719,245.25875854492188|-0.9858003854751587,0,-0.16792145371437073|-7.126779166810593e-09,1,4.183850066397099e-08|Freefall
306.8651428222656,470.9176330566406,245.23158264160156|-0.9895756244659424,0,-0.14401428401470184|-7.4150285911400715e-09,1,5.0951413754773967e-08|Freefall
306.3653564453125,470.9445495605469,245.23204040527344|-0.9927966594696045,0,-0.11981187015771866|-6.209180725136321e-09,1.0000001192092896,5.1451113591838293e-08|Freefall
305.8659362792969,470.8863220214844,245.25027465820312|-0.9956101179122925,0,-0.09359784424304962|-5.513196121853525e-09,1,5.8644445743993856e-08|Freefall
305.26739501953125,470.70404052734375,245.2883758544922|-0.998096227645874,0,-0.0616753064095974|-3.952530747142191e-09,1,6.396410867637314e-08|Freefall
304.7690734863281,470.4584655761719,245.32723999023438|-0.9993027448654175,0,-0.03733843192458153|-2.1947561545943017e-09,1.0000001192092896,5.873909714182446e-08|Freefall
304.2714538574219,470.12774658203125,245.37423706054688|-0.9998923540115356,0,-0.014679166488349438|-7.320069550509345e-10,1.0000001192092896,4.9861696993502846e-08|Freefall
303.8740234375,469.8018493652344,245.41806030273438|-0.9999967813491821,0,0.002548209624364972|1.3188636294181322e-10,1,5.175631656584301e-08|Freefall
303.3773193359375,469.3178405761719,245.4739990234375|-0.9997659921646118,0,0.02163718268275261|1.0766249003424377e-09,1.0000001192092896,4.974644696176256e-08|Freefall
302.88140869140625,468.7486877441406,245.53692626953125|-0.9992157220840454,0,0.03959692269563675|1.925326342799849e-09,1.0000001192092896,4.85849938058891e-08|Freefall
302.3861083984375,468.0943603515625,245.6043243408203|-0.9984230995178223,0,0.05613764747977257|2.6268873742907317e-09,1.0000001192092896,4.671989373150609e-08|Freefall
301.9904479980469,467.50958251953125,245.66256713867188|-0.9976451396942139,0,0.06858791410923004|3.079742016964815e-09,1.0000001192092896,4.479636928067521e-08|Freefall
301.49627685546875,466.7019958496094,245.73793029785156|-0.9965627789497375,0,0.08284090459346771|3.7058913715526387e-09,1,4.458127733641959e-08|Freefall
301.0025329589844,465.8092346191406,245.8162384033203|-0.9954114556312561,0,0.09568681567907333|4.225069627494804e-09,1,4.3952585571105374e-08|Freefall
300.50823974609375,464.8313293457031,245.8911895751953|-0.994412899017334,0,0.1055600494146347|4.487187954538285e-09,1.0000001192092896,4.227089434039044e-08|Freefall
300.0120544433594,463.76824951171875,245.95248413085938|-0.9939755797386169,0,0.10960251092910767|3.8070742114371114e-09,1.0000001192092896,3.4526024705883174e-08|Freefall
299.4143981933594,462.44671630859375,246.00550842285156|-0.9943121075630188,0,0.10650510340929031|2.274079147213115e-09,1,2.1230384561476967e-08|Freefall
298.8163757324219,461.12518310546875,246.05520629882812|-0.9948104619979858,0,0.10174544900655746|1.2659802095527084e-09,1,1.2378051472694551e-08|Freefall
298.31817626953125,460.03240966796875,246.09722900390625|-0.9951313138008118,0,0.09855791926383972|8.463962863913821e-10,1,8.545995022757324e-09|Freefall
297.8208312988281,458.93963623046875,246.14866638183594|-0.9951253533363342,0,0.09861836582422256|6.03544103583431e-10,1.0000001192092896,6.090163928718084e-09|Freefall
297.2284851074219,457.61810302734375,246.24290466308594|-0.9939855337142944,0,0.10951205343008041|1.679854588765295e-09,1.0000001192092896,1.5247190177092307e-08|Freefall
296.7447204589844,456.52532958984375,246.36224365234375|-0.9903450012207031,0,0.13862448930740356|8.040222709837508e-09,1,5.744002962160266e-08|Freefall
296.1910705566406,455.20379638671875,246.58245849609375|-0.9794244766235352,0,0.20181137323379517|4.2769030983436096e-08,1.0000001192092896,2.075652787425497e-07|Freefall
295.75958251953125,454.11102294921875,246.8270721435547|-0.9634466171264648,0,0.26790040731430054|1.0302381525661986e-07,1,3.7050315881970164e-07|Freefall
295.28631591796875,452.78948974609375,247.18898010253906|-0.9355443120002747,0,0.3532094955444336|1.9346636292993935e-07,1.0000001192092896,5.124334734318836e-07|Freefall
294.8570556640625,451.46795654296875,247.6065673828125|-0.9016314148902893,0,0.43250536918640137|2.4256885922113725e-07,1.0000001192092896,5.056762688582239e-07|Freefall
294.3750915527344,449.91424560546875,248.1132354736328|-0.8600844740867615,0,0.5101516246795654|2.2271208877100435e-07,1,3.754789759113919e-07|Freefall
294.0346374511719,448.82147216796875,248.4788818359375|-0.8327679634094238,0,0.5536222457885742|1.7795261442188348e-07,1.0000001192092896,2.6767932581606146e-07|Freefall
293.6899108886719,447.72869873046875,248.84066772460938|-0.8099616169929504,0,0.5864828824996948|1.1907319930060112e-07,1,1.6444593597952917e-07|Freefall
